gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.159448,895,884736,16,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.176708,12,0.183872,-nan,-nan,0.225963,-nan,-nan
0.174886,11,0.181792,-nan,-nan,0.224316,-nan,-nan
0.178069,11,0.185421,-nan,-nan,0.228119,-nan,-nan
0.190347,11,0.182911,-nan,-nan,0.236591,-nan,-nan
0.170047,12,0.183968,-nan,-nan,0.219397,-nan,-nan
0.178709,11,0.182937,-nan,-nan,0.222938,-nan,-nan
0.177440,11,0.182968,-nan,-nan,0.221632,-nan,-nan
0.179514,11,0.184768,-nan,-nan,0.223672,-nan,-nan
0.170277,10,0.183599,-nan,-nan,0.214417,-nan,-nan
0.177668,10,0.184151,-nan,-nan,0.222728,-nan,-nan
0.178299,10,0.183293,-nan,-nan,0.222733,-nan,-nan
0.178851,11,0.182963,-nan,-nan,0.223024,-nan,-nan
0.178570,11,0.183006,-nan,-nan,0.222771,-nan,-nan
0.175025,11,0.183267,-nan,-nan,0.225750,-nan,-nan
0.175288,11,0.182162,-nan,-nan,0.219563,-nan,-nan
0.175109,11,0.184160,-nan,-nan,0.219420,-nan,-nan
0.176805,11,0.182285,-nan,-nan,0.220975,-nan,-nan
0.182054,11,0.183464,-nan,-nan,0.226348,-nan,-nan
0.179149,11,0.187837,-nan,-nan,0.224473,-nan,-nan
0.187899,12,0.183992,-nan,-nan,0.232393,-nan,-nan
