gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,171.461629,1255,2211840,7,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.397435,14,0.393869,-nan,-nan,0.448914,-nan,-nan
0.403972,14,0.391212,-nan,-nan,0.453421,-nan,-nan
0.408384,14,0.393859,-nan,-nan,0.457894,-nan,-nan
0.398071,13,0.393325,-nan,-nan,0.450921,-nan,-nan
0.392729,14,0.392270,-nan,-nan,0.442077,-nan,-nan
0.388242,14,0.393048,-nan,-nan,0.437685,-nan,-nan
0.398015,14,0.393298,-nan,-nan,0.446848,-nan,-nan
0.404080,14,0.393349,-nan,-nan,0.453525,-nan,-nan
0.410551,14,0.393875,-nan,-nan,0.459391,-nan,-nan
0.406816,14,0.393300,-nan,-nan,0.455090,-nan,-nan
0.409971,14,0.391359,-nan,-nan,0.465206,-nan,-nan
0.407068,14,0.391423,-nan,-nan,0.456083,-nan,-nan
0.425529,15,0.392448,-nan,-nan,0.479785,-nan,-nan
0.401097,13,0.392539,-nan,-nan,0.450616,-nan,-nan
0.393676,14,0.394059,-nan,-nan,0.443104,-nan,-nan
0.394947,14,0.392574,-nan,-nan,0.443668,-nan,-nan
0.388509,10,0.392333,-nan,-nan,0.439653,-nan,-nan
0.395171,14,0.391925,-nan,-nan,0.443433,-nan,-nan
0.402826,14,0.390007,-nan,-nan,0.451087,-nan,-nan
0.397639,14,0.391209,-nan,-nan,0.445896,-nan,-nan
