gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,170.980736,673,442368,16,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.086939,16,0.092706,-nan,-nan,0.109074,-nan,-nan
0.086824,15,0.091837,-nan,-nan,0.108928,-nan,-nan
0.083602,15,0.091924,-nan,-nan,0.105790,-nan,-nan
0.088671,16,0.091912,-nan,-nan,0.111450,-nan,-nan
0.085640,15,0.091773,-nan,-nan,0.108426,-nan,-nan
0.086302,16,0.092144,-nan,-nan,0.109160,-nan,-nan
0.081445,15,0.090892,-nan,-nan,0.104251,-nan,-nan
0.084336,15,0.091621,-nan,-nan,0.107275,-nan,-nan
0.081029,15,0.091913,-nan,-nan,0.105290,-nan,-nan
0.078482,14,0.091983,-nan,-nan,0.102687,-nan,-nan
0.082018,13,0.091936,-nan,-nan,0.106041,-nan,-nan
0.080983,15,0.091473,-nan,-nan,0.105153,-nan,-nan
0.082092,15,0.091715,-nan,-nan,0.106427,-nan,-nan
0.083815,15,0.091988,-nan,-nan,0.108141,-nan,-nan
0.085802,16,0.091753,-nan,-nan,0.110089,-nan,-nan
0.088099,16,0.091664,-nan,-nan,0.112428,-nan,-nan
0.086166,16,0.091806,-nan,-nan,0.110562,-nan,-nan
0.085765,15,0.091676,-nan,-nan,0.109937,-nan,-nan
0.086262,16,0.091709,-nan,-nan,0.110537,-nan,-nan
0.086440,13,0.091256,-nan,-nan,0.110692,-nan,-nan
