gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,172.089999,1295,2211840,2,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.412185,14,0.358189,-nan,-nan,0.426290,-nan,-nan
0.406532,13,0.355566,-nan,-nan,0.421464,-nan,-nan
0.410135,14,0.356183,-nan,-nan,0.424265,-nan,-nan
0.406867,14,0.358066,-nan,-nan,0.421090,-nan,-nan
0.421835,13,0.357396,-nan,-nan,0.436480,-nan,-nan
0.410066,14,0.356012,-nan,-nan,0.424358,-nan,-nan
0.407561,14,0.357617,-nan,-nan,0.421667,-nan,-nan
0.418137,14,0.357441,-nan,-nan,0.432237,-nan,-nan
0.412057,14,0.355030,-nan,-nan,0.426157,-nan,-nan
0.408381,14,0.356567,-nan,-nan,0.422485,-nan,-nan
0.409481,14,0.358458,-nan,-nan,0.423584,-nan,-nan
0.413508,14,0.355786,-nan,-nan,0.427507,-nan,-nan
0.399816,13,0.356511,-nan,-nan,0.413970,-nan,-nan
0.405371,14,0.359781,-nan,-nan,0.419495,-nan,-nan
0.417632,13,0.355394,-nan,-nan,0.432112,-nan,-nan
0.402847,13,0.356736,-nan,-nan,0.416961,-nan,-nan
0.411803,14,0.355634,-nan,-nan,0.425892,-nan,-nan
0.407138,14,0.356088,-nan,-nan,0.421253,-nan,-nan
0.408866,14,0.357527,-nan,-nan,0.422982,-nan,-nan
0.408224,14,0.357127,-nan,-nan,0.422327,-nan,-nan
