gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,173.393389,1275,2211840,6,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.387965,13,0.389193,-nan,-nan,0.430143,-nan,-nan
0.406448,13,0.384249,-nan,-nan,0.447959,-nan,-nan
0.404527,13,0.384267,-nan,-nan,0.446317,-nan,-nan
0.415058,14,0.385216,-nan,-nan,0.456577,-nan,-nan
0.411372,13,0.384937,-nan,-nan,0.453967,-nan,-nan
0.406661,14,0.386514,-nan,-nan,0.448156,-nan,-nan
0.404434,13,0.386330,-nan,-nan,0.448299,-nan,-nan
0.406835,14,0.385488,-nan,-nan,0.451266,-nan,-nan
0.389926,13,0.384521,-nan,-nan,0.431974,-nan,-nan
0.399070,14,0.386237,-nan,-nan,0.440973,-nan,-nan
0.397770,13,0.384234,-nan,-nan,0.441539,-nan,-nan
0.396758,14,0.385819,-nan,-nan,0.438773,-nan,-nan
0.398193,14,0.384882,-nan,-nan,0.440167,-nan,-nan
0.402030,14,0.385417,-nan,-nan,0.444028,-nan,-nan
0.406085,14,0.385626,-nan,-nan,0.448083,-nan,-nan
0.404063,14,0.384989,-nan,-nan,0.446026,-nan,-nan
0.395276,14,0.384142,-nan,-nan,0.437207,-nan,-nan
0.403242,14,0.384953,-nan,-nan,0.445229,-nan,-nan
0.399207,14,0.385685,-nan,-nan,0.441247,-nan,-nan
0.404452,14,0.385395,-nan,-nan,0.446521,-nan,-nan
