gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,168.402097,1089,2211840,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.266756,13,0.464116,-nan,-nan,0.489350,-nan,-nan
0.293330,15,0.463979,-nan,-nan,0.515241,-nan,-nan
0.286087,14,0.462931,-nan,-nan,0.510274,-nan,-nan
0.288086,15,0.464126,-nan,-nan,0.509751,-nan,-nan
0.297950,15,0.464798,-nan,-nan,0.519811,-nan,-nan
0.295295,15,0.462525,-nan,-nan,0.517496,-nan,-nan
0.282197,14,0.465277,-nan,-nan,0.504210,-nan,-nan
0.299129,15,0.462911,-nan,-nan,0.524035,-nan,-nan
0.294009,14,0.465233,-nan,-nan,0.520561,-nan,-nan
0.269510,14,0.464568,-nan,-nan,0.491241,-nan,-nan
0.289255,15,0.464190,-nan,-nan,0.510473,-nan,-nan
0.292882,15,0.462735,-nan,-nan,0.514530,-nan,-nan
0.279670,14,0.464099,-nan,-nan,0.501100,-nan,-nan
0.279466,14,0.463457,-nan,-nan,0.502983,-nan,-nan
0.274578,14,0.463277,-nan,-nan,0.497538,-nan,-nan
0.287493,14,0.465809,-nan,-nan,0.509775,-nan,-nan
0.274404,13,0.462110,-nan,-nan,0.496629,-nan,-nan
0.287279,13,0.462640,-nan,-nan,0.509029,-nan,-nan
0.295317,15,0.463540,-nan,-nan,0.519841,-nan,-nan
0.292174,13,0.463559,-nan,-nan,0.516644,-nan,-nan
