gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,170.833370,1112,2211840,2,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.280526,15,0.273222,-nan,-nan,0.308493,-nan,-nan
0.268117,14,0.266654,-nan,-nan,0.296116,-nan,-nan
0.274330,14,0.266640,-nan,-nan,0.302311,-nan,-nan
0.267565,14,0.269182,-nan,-nan,0.295525,-nan,-nan
0.264710,14,0.269915,-nan,-nan,0.293476,-nan,-nan
0.277979,13,0.266542,-nan,-nan,0.306129,-nan,-nan
0.275396,13,0.266836,-nan,-nan,0.303764,-nan,-nan
0.269758,14,0.268225,-nan,-nan,0.297734,-nan,-nan
0.288698,14,0.267068,-nan,-nan,0.317898,-nan,-nan
0.277879,14,0.269555,-nan,-nan,0.305868,-nan,-nan
0.266199,14,0.270090,-nan,-nan,0.294153,-nan,-nan
0.273039,14,0.266215,-nan,-nan,0.301027,-nan,-nan
0.269730,14,0.266639,-nan,-nan,0.297858,-nan,-nan
0.266888,14,0.267192,-nan,-nan,0.294831,-nan,-nan
0.282872,15,0.270663,-nan,-nan,0.310857,-nan,-nan
0.268097,14,0.266716,-nan,-nan,0.296072,-nan,-nan
0.267586,14,0.268774,-nan,-nan,0.295557,-nan,-nan
0.274068,13,0.270877,-nan,-nan,0.302605,-nan,-nan
0.299156,12,0.268934,-nan,-nan,0.327092,-nan,-nan
0.280653,11,0.267968,-nan,-nan,0.308694,-nan,-nan
