gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.697206,1080,2211840,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.273011,13,0.462480,-nan,-nan,0.495285,-nan,-nan
0.287642,15,0.463832,-nan,-nan,0.509564,-nan,-nan
0.285125,14,0.462230,-nan,-nan,0.507700,-nan,-nan
0.278407,14,0.463294,-nan,-nan,0.500045,-nan,-nan
0.291015,15,0.462591,-nan,-nan,0.512946,-nan,-nan
0.289759,15,0.461352,-nan,-nan,0.511747,-nan,-nan
0.282544,14,0.462637,-nan,-nan,0.506493,-nan,-nan
0.283455,12,0.462171,-nan,-nan,0.504257,-nan,-nan
0.285017,12,0.462731,-nan,-nan,0.506294,-nan,-nan
0.296845,13,0.462424,-nan,-nan,0.517757,-nan,-nan
0.288714,14,0.462856,-nan,-nan,0.509971,-nan,-nan
0.280782,14,0.464534,-nan,-nan,0.501590,-nan,-nan
0.281419,15,0.463101,-nan,-nan,0.502451,-nan,-nan
0.281481,15,0.460783,-nan,-nan,0.502384,-nan,-nan
0.289321,15,0.463422,-nan,-nan,0.510218,-nan,-nan
0.291938,14,0.462232,-nan,-nan,0.513455,-nan,-nan
0.291921,13,0.462604,-nan,-nan,0.520146,-nan,-nan
0.286488,15,0.462539,-nan,-nan,0.507807,-nan,-nan
0.284066,15,0.462183,-nan,-nan,0.505072,-nan,-nan
0.286099,15,0.461624,-nan,-nan,0.507510,-nan,-nan
