gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,168.472016,1065,2211840,10,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.269560,13,0.379114,-nan,-nan,0.408743,-nan,-nan
0.265756,13,0.378394,-nan,-nan,0.404702,-nan,-nan
0.268788,14,0.379221,-nan,-nan,0.407592,-nan,-nan
0.276871,15,0.377270,-nan,-nan,0.417292,-nan,-nan
0.273935,15,0.377856,-nan,-nan,0.413955,-nan,-nan
0.265146,13,0.377305,-nan,-nan,0.405217,-nan,-nan
0.278582,14,0.378170,-nan,-nan,0.419030,-nan,-nan
0.281487,14,0.377664,-nan,-nan,0.421308,-nan,-nan
0.270615,13,0.379405,-nan,-nan,0.414048,-nan,-nan
0.270718,14,0.378976,-nan,-nan,0.410443,-nan,-nan
0.263394,13,0.378478,-nan,-nan,0.403859,-nan,-nan
0.290117,14,0.379959,-nan,-nan,0.433542,-nan,-nan
0.287529,14,0.378764,-nan,-nan,0.425831,-nan,-nan
0.280557,15,0.379609,-nan,-nan,0.418850,-nan,-nan
0.269165,14,0.377094,-nan,-nan,0.407472,-nan,-nan
0.262601,13,0.378400,-nan,-nan,0.401123,-nan,-nan
0.276149,13,0.377959,-nan,-nan,0.414460,-nan,-nan
0.264612,13,0.377062,-nan,-nan,0.402984,-nan,-nan
0.276921,14,0.378736,-nan,-nan,0.415244,-nan,-nan
0.289792,14,0.379716,-nan,-nan,0.431343,-nan,-nan
