gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.827428,1077,2211840,12,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.265829,13,0.409045,-nan,-nan,0.433102,-nan,-nan
0.263175,14,0.405305,-nan,-nan,0.430074,-nan,-nan
0.292412,14,0.405780,-nan,-nan,0.462718,-nan,-nan
0.283068,14,0.405844,-nan,-nan,0.449735,-nan,-nan
0.264391,14,0.407369,-nan,-nan,0.432276,-nan,-nan
0.280945,15,0.405501,-nan,-nan,0.446993,-nan,-nan
0.276107,14,0.406267,-nan,-nan,0.442389,-nan,-nan
0.265805,14,0.407180,-nan,-nan,0.431828,-nan,-nan
0.278085,15,0.405523,-nan,-nan,0.444091,-nan,-nan
0.277686,15,0.407092,-nan,-nan,0.443728,-nan,-nan
0.283156,15,0.405054,-nan,-nan,0.449750,-nan,-nan
0.278726,15,0.408633,-nan,-nan,0.444728,-nan,-nan
0.269457,14,0.407793,-nan,-nan,0.437338,-nan,-nan
0.278386,13,0.407260,-nan,-nan,0.444435,-nan,-nan
0.280644,13,0.406974,-nan,-nan,0.447365,-nan,-nan
0.270188,12,0.406035,-nan,-nan,0.437296,-nan,-nan
0.279734,14,0.406743,-nan,-nan,0.446199,-nan,-nan
0.278653,14,0.407540,-nan,-nan,0.445307,-nan,-nan
0.271073,14,0.406871,-nan,-nan,0.437067,-nan,-nan
0.273928,14,0.406057,-nan,-nan,0.439902,-nan,-nan
