gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,173.519905,570,442368,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.057836,14,0.093178,-nan,-nan,0.102256,-nan,-nan
0.060784,16,0.092912,-nan,-nan,0.105179,-nan,-nan
0.052856,11,0.092889,-nan,-nan,0.105080,-nan,-nan
0.053266,10,0.092741,-nan,-nan,0.099058,-nan,-nan
0.061751,13,0.092209,-nan,-nan,0.106137,-nan,-nan
0.060128,17,0.092579,-nan,-nan,0.104511,-nan,-nan
0.058857,16,0.092554,-nan,-nan,0.103235,-nan,-nan
0.058053,16,0.092416,-nan,-nan,0.102430,-nan,-nan
0.051729,16,0.092398,-nan,-nan,0.096230,-nan,-nan
0.059289,16,0.092621,-nan,-nan,0.103676,-nan,-nan
0.061826,16,0.092355,-nan,-nan,0.106207,-nan,-nan
0.061756,15,0.092494,-nan,-nan,0.106125,-nan,-nan
0.061025,15,0.092707,-nan,-nan,0.105431,-nan,-nan
0.055507,15,0.092248,-nan,-nan,0.099889,-nan,-nan
0.057108,16,0.092316,-nan,-nan,0.101483,-nan,-nan
0.058210,15,0.092559,-nan,-nan,0.102599,-nan,-nan
0.058853,15,0.092704,-nan,-nan,0.103246,-nan,-nan
0.060387,15,0.091918,-nan,-nan,0.104776,-nan,-nan
0.052334,15,0.092501,-nan,-nan,0.096807,-nan,-nan
0.057303,15,0.092255,-nan,-nan,0.101687,-nan,-nan
