gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,177.579447,900,1327104,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.160286,14,0.279511,-nan,-nan,0.293698,-nan,-nan
0.175629,14,0.277996,-nan,-nan,0.309545,-nan,-nan
0.176798,15,0.281210,-nan,-nan,0.310520,-nan,-nan
0.180675,15,0.278820,-nan,-nan,0.314310,-nan,-nan
0.169467,14,0.278871,-nan,-nan,0.303768,-nan,-nan
0.177957,15,0.279185,-nan,-nan,0.312311,-nan,-nan
0.175304,14,0.278439,-nan,-nan,0.309820,-nan,-nan
0.178283,15,0.278128,-nan,-nan,0.312071,-nan,-nan
0.170744,14,0.278009,-nan,-nan,0.306111,-nan,-nan
0.168430,14,0.278474,-nan,-nan,0.302613,-nan,-nan
0.168880,14,0.277202,-nan,-nan,0.302552,-nan,-nan
0.164513,13,0.279032,-nan,-nan,0.297999,-nan,-nan
0.164509,14,0.278516,-nan,-nan,0.298119,-nan,-nan
0.164211,14,0.277975,-nan,-nan,0.297986,-nan,-nan
0.159462,13,0.278525,-nan,-nan,0.295741,-nan,-nan
0.174457,14,0.278395,-nan,-nan,0.309200,-nan,-nan
0.167058,14,0.278307,-nan,-nan,0.299758,-nan,-nan
0.176767,15,0.278364,-nan,-nan,0.309397,-nan,-nan
0.168608,14,0.278008,-nan,-nan,0.301685,-nan,-nan
0.170212,14,0.277886,-nan,-nan,0.302741,-nan,-nan
